PREC,TEMP,WIND_SPEED,RH,IS_FIRE
1.211736849,287.5170353,1.248687918,96.84704909,1
0.811452636,287.3604286,0.542522861,97.16252985,1
0.540344639,287.2493205,2.143739782,96.86681615,1
1.516416016,286.7932927,0.975771243,97.97429432,1
